;Title;Tags;Author;Text;Date
1748;36-million-year-old whale fossil found in Peruvian desert;['WORLD'];AFP;» LIMA: Paleontologists unveiled the fossilized remains of an ancient whale that inhabited the seas 36 million years ago, found last year in a Peruvian desert.;2022-03-18
1749;Power tariff expected to hit record high;['BUSINESS'];Business;» The upsurge in global oil prices following the Russia-Ukraine war is expected to cause the power tariff, used to calculate electricity bills, to rise to a record high above 4 baht per kilowatt-hour (unit) for the first time, says the Energy Regulatory Commission (ERC).;2022-03-18
1750;Kanye West banned from posting on Instagram for 24 hours;['LIFE'];AFP;» LOS ANGELES: Instagram said on Thursday it had blocked rapper Kanye West, who now goes by Ye, from using his account for 24 hours for violating the social network's harassment policy amid his acrimonious divorce from reality star Kim Kardashian.;2022-03-18
1751;More sanctions on Russia over Ukraine, Biden to talk to Xi;['WORLD'];Reuters;» KYIV/LVIV, Ukraine: Japan and Australia on Friday slapped fresh sanctions on Russian entities as punishment for Moscow's invasion of Ukraine, which the West says has been stalled by staunch resistance but continues to take a devastating toll on civilians.;2022-03-18
1752;Australia sues Facebook owner Meta over scam ads;['BUSINESS'];AFP;» SYDNEY: Australia announced on Friday it is suing Facebook owner Meta over scam adverts for cryptocurrency schemes that falsely claimed to be endorsed by prominent figures.;2022-03-18
1753;Siam Piwat exceeds sales growth targets in all shopping centers;['THAILAND'];;» • Total revenues in Q4/2021 exceeded the target by 15% despite absence of foreign tourists. • Luxury brands reported meteoric sales at Siam Paragon, ICONSIAM and Siam Premium Outlets Bangkok, with top-tier luxury brands requesting to double store spaces, to be opened in early 2023.  • ICONSIAM sales hit record high in Q4/2021, the best quarter throughout its three years of opening.  • ONESIAM SuperApp pushed sales from member customers over the target, with the 2021 sales growth rocketing by over 45%.;2022-03-18
1754;Eye on wrong test;['OPINION'];Oped;"» Re: ""Pre-travel tests set for axe,"" (BP, March 17).";2022-03-18
1755;Cryptocurrency curiosity ramping up;['BUSINESS'];Business;» Greater interest in cryptocurrencies is expected in Thailand following news that the country is relaxing tax rules for cryptocurrency trading until the end of 2023 to boost the market.;2022-03-18
1756;CPN set for Chanthaburi bow;['BUSINESS'];Business;» Central Pattana Plc (CPN) is preparing to launch Central Chanthaburi as the largest and most comprehensive mixed-use project in the eastern region.;2022-03-18
1757;Brave Busanan goes down fighting to Tai;['SPORTS'];Sports;» Busanan Ongbamrungphan bowed out in the last 16 round of the US$1 million All England Open Championships in Birmingham on Thursday.;2022-03-18
1758;United-Reds tickets to be sold April 2;['SPORTS'];Sports;» Tickets for an exhibition match between English Premier League giants Manchester United and Liverpool will go on sale on April 2, organisers said yesterday.;2022-03-18
1759;Backtalk to the future;['LIFE'];Life;» Early in The Adam Project, a pipsqueak asthmatic named Adam (Walker Scobell) and his golden retriever gallivant through the woods among shimmering falling debris. The cause of the wreckage, Adam learns, is a time jet that was crash-landed by his older self (Ryan Reynolds) travelling from the future. This is pure 80s sci-fi pastiche for the ages. Add a few flying saucer chases, cook up a quickie solution to the grandfather paradox, and this movie might have fallen at the intersection of E.T. and Back To The Future.;2022-03-18
1760;A classic high-speed heist;['LIFE'];Life;» The first thing that comes to mind when talking about Michael Bay movies are the explosions, gunfire and scenes of cars flipping or helicopters falling from the sky in slow-motion. The man is like a filmmaker on steroids when it comes to big production. No matter how big or small the story is, Bay always finds a way to add explosions and make a big deal out of it. After his success in franchises like Bad Boys and Transformers, Bay has gone on to create the likes of Pain & Gain (2013) and 6 Underground (2019). His latest project, Ambulance, marks Bay's first directorial effort release since the pandemic began in 2020. Ambulance comes to local cinemas today, three weeks before North America where it is scheduled to release on April 8.;2022-03-18
1761;Chinese man arrested for crypto fraud;['THAILAND'];News;» A 40-year-old Chinese man has been arrested on charges of using social media to lure people into investing in bogus cryptocurrency trading.;2022-03-18
1762;Khao chae and chill;['LIFE'];Guru;» As the temperature rises, summer menus are being rolled out and one of the Thai summer classics is khao chae or rice in cold water with an assortment of side dishes.;2022-03-18
1763;Rangsiman questions 'suspicious' arrest warrant;['THAILAND'];News;» Move Forward Party (MFP) MP Rangsiman Rome has cried foul after having an arrest warrant issued against him, in a move he linked to human trafficking allegations he made during last month's general debate.;2022-03-18
1764;Now serving;['LIFE'];Guru;» Much like the city he comes from, chef Marco Avesani's cooking is a labour of love. Born and raised in Verona, the city famous for being the setting of the greatest love story in English literature, Shakespeare's Romeo And Juliet, chef Avesani is the new face of La Bottega di Luca on Sukhumvit 49.;2022-03-18
1765;Postively Positano;['LIFE'];Life;"» Disaya Vacationist recently hosted the ""Disaya Vacationist x Banyan Tree Veya Phuket Present Sailing To Positano Collection"" that featured stunning fabric patterns of mermaids swimming over waves and sailing uniforms to evoke holiday moods inspired by the Italian coastal village of Positano.";2022-03-18
1766;Jurin shrugs off slew of resignations;['THAILAND'];News;» Democrat Party leader Jurin Laksanawisit has downplayed the recent resignations of several of the party's politicians, saying it was natural to lose some members when a general election is on the horizon.;2022-03-18
1767;New look, same great taste;['LIFE'];Life;» One of Bangkok's most popular Italian restaurants, Biscotti at Anantara Siam, was relaunched last month after an extensive renovation.;2022-03-18
1768;Online drug sellers busted;['THAILAND'];News;» Police arrested six people suspected of involvement in the online sale of illegal drugs during raids in Bangkok and Pathum Thani yesterday morning and impounded assets worth 64 million baht.;2022-03-18
1769;Songkran rules in works;['THAILAND'];News;» The government will meet on Friday to deliberate ways to curb the spread of Covid-19 during the Songkran holiday period, which includes a proposed ban on water-splashing.;2022-03-18
1770;Swiss restomod;['LIFE'];Life;» Dating back to 1791, Girard-Perregaux is one of the oldest Swiss watchmakers still in operation. Its sole authorised retailer in Thailand, PMT The Hour Glass, marked the maison's 230th anniversary with a virtual exhibition last September.;2022-03-18
1771;Thai driver Albon 'hungry for success' after Red Bull hurt;['SPORTS'];AFP;» Thai driver Alex Albon said he was hungry for success before his return to Formula One (F1) with Williams after the hurt of being let go by Red Bull at the end of his first full season in 2020.;2022-03-17
1772;OIC orders 2 insurers to stop issuing new policies;['BUSINESS'];Business;» The Office of the Insurance Commission (OIC) ordered Southeast Insurance and Thai Insurance to temporarily suspend the issuance new non-life insurance policies and urged both companies to rectify their financial positions within a specified period.;2022-03-18
1773;Assault on the game;['OPINION'];Oped;"» 'Shocking moment footballer FLOORS opponent with Muay Thai elbow"", ""Thai footballer fired for brutal elbow attack on rival"", ""Thai footballer sacked by Bangkok FC after shocking attack"".";2022-03-18
1774;TrueMoney partners with Shield to combat fraud;['BUSINESS'];Business;"» TrueMoney, a major digital financial service provider in Asean, has signed a partnership deal with Shield, a global risk intelligence firm, to pursue ""risk intelligence"" through artificial intelligence (AI) tools to stop fraud and drive financial inclusion in the region.";2022-03-18
1775;Hong Kong's new airline;['BUSINESS'];Business;» There has been a torrent of media comment about the latest Hong Kong airline wannabe, Greater Bay Airlines (GBA). Its enthusiasm is both startling -- with aviation industry revenues plummeting in a pandemic -- and understandable.;2022-03-18
1776;Top of the (T)-Pops;['LIFE'];Guru;» Taking most of the limelight in the Asian music industry is the K-Pop wave or Korea pop music. The genre has successfully connected people who are poles apart in origins while also shedding light on non-Western music and pop culture. Thai pop music, in particular, has flown under the radar for quite some time, with only a few names appearing on and off on global stages. However, with the power of social media, T-pop has become a rising tide during the last couple of years. Guru presents a quick look at up-and-coming Thai pop artists along with quick interviews with them.;2022-03-18
1777;Elevate your cold brew with Goat Coffee;['LIFE'];Life;» Living in a fast-paced world, some people often skip their breakfast and start their busy day with a morning cup of latte or a shot of cold brew. However, it takes a bit of effort to brew your perfect coffee at home if you don't want to sway in the queue at the cafe. Luckily, the fledgling brand Goat Coffee has created a splendid assistant to help coffee lovers make different types of their favourite blend in just a few minutes.;2022-03-18
